# gemitteltes ADC Signal, Zeilen: Messpunkt, Spalten: Kanäle
-0.275984	-0.355255	-0.501700	-0.904598	-0.726805	-0.693002	-0.644043	-0.478578	-0.590890	-0.684346	-0.150705	-0.974397	-0.870526	-0.583644	-0.769161	-0.323076	-0.712959	-0.607556	-0.577353	-0.397064	-0.617928	-0.618609	-0.668441	-0.744453	-0.685925	-0.672493	-0.697003	-0.521944	-0.599351	-0.410613	-0.606922	-0.619226	-0.730028	-0.328347	-0.640292	-0.436859	-0.372917	-0.332949	-0.343792	-0.361267	-0.371925	-0.420657	-0.291460	-0.370674	-0.117594	-0.424073	-0.268410	-0.302971	-0.100491	-0.297517	-0.409773	-0.106759	-0.412775	-0.040976	-0.197159	0.063807	-0.281318	0.072234	-0.347382	-0.269792	-0.085076	-0.284283	-0.125823	-0.183277	-0.070085	-0.152261	-0.407052	-0.208414	-0.225016	-0.199962	-0.255298	-0.223686	-0.160019	-0.266793	-0.070817	-0.370071	-0.228670	-0.479433	0.141483	-0.196571	-0.195701	-0.223143	-0.098323	-0.314182	-0.027088	-0.298247	0.073499	0.985426	6.779943	141.019597	33.874720	3.768911	0.712415	0.186566	0.081198	-0.125428	-0.177510	-0.368644	-0.254197	-0.188961	-0.316603	-0.439909	-0.279444	-0.354484	-0.404166	-0.130760	-0.532877	-0.329342	-0.300877	-0.296825	-0.412591	-0.440348	-0.585536	-0.524884	-0.422835	-0.642541	-0.336734	-0.502441	-0.342947	-0.599807	-0.460697	-0.636793	-0.505498	-0.485593	-0.587424	-0.658892	-0.731277	-0.151338
-0.105402	-0.218638	-0.277171	-0.597152	-0.398380	-0.366575	-0.275658	-0.247056	-0.372355	-0.521755	0.024873	-0.760857	-0.612031	-0.499974	-0.367809	-0.266380	-0.447472	-0.254156	-0.360816	-0.287421	-0.566227	-0.336138	-0.363992	-0.448995	-0.316541	-0.420991	-0.412534	-0.094618	-0.361835	-0.173097	-0.332444	-0.281810	-0.475529	-0.091830	-0.269909	0.191267	-0.197340	-0.187342	-0.115267	-0.086788	-0.020523	0.005670	-0.153844	-0.150141	-0.004953	-0.159584	-0.085839	-0.013507	0.184977	-0.274786	-0.105324	0.220667	-0.300134	0.192543	0.068329	0.297327	-0.101744	0.296763	-0.147828	0.008683	0.135457	0.041145	0.031773	0.019274	0.147451	0.039301	-0.030675	0.134996	-0.123365	0.119472	-0.144655	0.019824	0.012561	0.122571	-0.008126	-0.148539	0.123731	-0.234924	0.464913	0.047938	-0.120023	0.029358	0.094238	-0.038704	0.152486	-0.080711	0.291035	1.339825	7.108368	118.425944	66.440907	6.391042	1.250630	0.502004	0.359673	-0.093706	0.128937	-0.128131	-0.085612	0.260343	-0.121045	-0.224371	0.039990	-0.074011	-0.069747	0.100762	-0.312344	-0.045872	-0.004420	0.018613	-0.225025	-0.068966	-0.393974	-0.363292	-0.165339	-0.366064	-0.187130	-0.300889	-0.207330	-0.283370	-0.252152	-0.481195	-0.339910	-0.346978	-0.433824	-0.439358	-0.525729	0.037227
-0.021068	-0.245194	-0.299730	-0.446884	-0.513846	-0.568955	-0.301215	-0.218666	-0.331977	-0.476383	-0.042641	-0.631568	-0.544680	-0.504551	-0.481278	-0.142086	-0.330171	-0.309682	-0.371388	-0.280010	-0.463911	-0.404651	-0.486452	-0.741285	-0.271169	-0.560434	-0.357172	-0.323971	-0.162616	-0.200651	-0.402955	-0.384290	-0.331256	-0.133371	-0.220540	-0.104020	-0.152966	-0.106005	-0.063900	-0.115342	0.040833	-0.271634	0.063357	-0.173699	-0.002537	-0.111215	-0.053454	-0.016087	0.178402	-0.166477	-0.134876	0.199107	-0.249766	0.141013	-0.011174	0.176865	-0.123305	0.357121	-0.107451	0.085025	0.098911	-0.063333	0.083140	0.026684	0.117898	0.110647	-0.126162	0.108441	-0.028042	-0.008982	0.008609	-0.079658	0.174817	-0.071816	0.274010	-0.180090	0.038235	-0.119621	0.418378	-0.041554	0.043232	-0.087108	0.164585	-0.099226	0.126929	0.011614	0.406338	1.190393	6.054839	84.396392	101.759007	8.336514	1.383915	0.504420	0.423028	-0.034348	0.067417	0.115044	-0.292987	0.149871	-0.022725	-0.237939	0.162286	-0.117549	-0.245154	-0.013705	-0.208030	-0.121379	-0.096909	-0.207742	-0.247584	-0.190427	-0.303646	-0.366870	-0.192893	-0.203808	-0.242656	-0.385387	-0.231887	-0.246988	-0.158827	-0.454803	-0.254577	-0.220686	-0.458382	-0.338041	-0.391446	0.021660
-0.433056	-0.624215	-0.748681	-0.964766	-0.815944	-0.949974	-0.805111	-0.733551	-0.706003	-1.007252	-0.195888	-1.074525	-1.101523	-0.750705	-0.875284	-0.743884	-0.890011	-0.712679	-0.775384	-0.432258	-0.973801	-0.795660	-0.844493	-0.970455	-0.729111	-0.848545	-0.746183	-0.565130	-0.793386	-0.665586	-0.781976	-0.712362	-0.889098	-0.453450	-0.715445	-0.438086	-0.485034	-0.505006	-0.590773	-0.541316	-0.353173	-0.451854	-0.596384	-0.546726	-0.446493	-0.543183	-0.416490	-0.501002	-0.231588	-0.683360	-0.561849	-0.257836	-0.489926	-0.234012	-0.425160	-0.161197	-0.432396	0.018060	-0.521437	-0.355934	-0.338052	-0.343452	-0.352824	-0.370319	-0.377007	-0.352290	-0.459229	-0.348502	-0.400070	-0.318073	-0.528254	-0.436701	-0.341067	-0.431856	-0.401714	-0.479191	-0.501625	-0.568572	0.090306	-0.416579	-0.413711	-0.471124	-0.222428	-0.501224	-0.281063	-0.473301	-0.187468	0.704479	4.005489	51.990398	128.760605	8.920531	0.749150	0.225299	0.058992	-0.380402	-0.480436	-0.305935	-0.706973	-0.215164	-0.373774	-0.621955	-0.303648	-0.640427	-0.516283	-0.389729	-0.628010	-0.456443	-0.458947	-0.419930	-0.750481	-0.537479	-0.589760	-0.701935	-0.488997	-0.653758	-0.587711	-0.620551	-0.657861	-0.603032	-0.535850	-0.796861	-0.730501	-0.695611	-0.883357	-0.877901	-0.887350	-0.354364
-0.183479	-0.277734	-0.445158	-0.745159	-0.502431	-0.624473	-0.484605	-0.436022	-0.457425	-0.688743	-0.050207	-0.872900	-0.810987	-0.561068	-0.659672	-0.345456	-0.530544	-0.484081	-0.568763	-0.340523	-0.602346	-0.476153	-0.663847	-0.655943	-0.543470	-0.647919	-0.529573	-0.603265	-0.493858	-0.454970	-0.458473	-0.567679	-0.655505	-0.278798	-0.362971	-0.159538	-0.310382	-0.238446	-0.187350	-0.144885	-0.212487	-0.245234	-0.170982	-0.324122	-0.227885	-0.263636	-0.244835	-0.287389	0.020986	-0.298917	-0.390194	0.011721	-0.339250	-0.036383	-0.121637	0.031437	-0.191809	0.157747	-0.188942	-0.217246	-0.201362	-0.342627	-0.033317	-0.189672	-0.001556	-0.165650	-0.229632	-0.169854	-0.230413	-0.029535	-0.182772	-0.166145	-0.159422	-0.189272	-0.119170	-0.333510	-0.141159	-0.426887	0.245977	-0.176992	-0.187111	-0.226542	-0.047775	-0.352546	-0.089428	-0.218728	-0.068760	0.530479	2.567753	25.019196	141.018175	8.917360	0.856869	0.178173	0.239638	0.072972	-0.376712	-0.105309	-0.443410	-0.085467	-0.235086	-0.324426	-0.036089	-0.455784	-0.272699	-0.190102	-0.210601	-0.215857	-0.239340	-0.269254	-0.335070	-0.176014	-0.505018	-0.518292	-0.316343	-0.420165	-0.416056	-0.518826	-0.448244	-0.423385	-0.414145	-0.595236	-0.423981	-0.391089	-0.552860	-0.533419	-0.689720	-0.166724
-0.042281	-0.298375	-0.305959	-0.638927	-0.595000	-0.501257	-0.446304	-0.319800	-0.386157	-0.530563	0.092988	-0.717717	-0.676783	-0.430860	-0.522471	-0.233229	-0.376359	-0.328898	-0.474519	-0.132392	-0.432177	-0.389901	-0.552620	-0.483777	-0.323351	-0.547681	-0.380383	-0.425104	-0.386627	-0.352734	-0.371221	-0.359549	-0.405416	-0.085653	-0.379616	-0.043315	-0.233120	-0.210135	-0.185014	-0.158533	0.095544	-0.144996	-0.245569	-0.233874	-0.055719	-0.067493	0.046212	0.001661	0.179166	-0.159718	-0.099146	0.189882	-0.246005	0.193726	-0.096323	0.330477	-0.078584	0.393850	-0.235557	0.174701	0.027748	-0.092538	0.096892	0.036440	0.182599	0.276247	-0.206316	0.153161	-0.160144	0.069705	-0.065551	-0.000972	0.033724	0.057820	0.027022	-0.046458	0.052985	-0.231744	0.457104	0.042127	-0.205754	0.006564	0.167348	-0.047512	0.258563	-0.044564	0.145364	0.436912	1.166493	9.109444	128.980551	7.206410	0.750314	0.408281	0.336880	0.300083	-0.383367	0.347577	-0.366148	0.238548	-0.098884	-0.226185	0.072141	-0.136765	-0.099534	0.084961	-0.238234	-0.061673	-0.090150	-0.064120	-0.212854	-0.259592	-0.371813	-0.313158	-0.246075	-0.353893	-0.201932	-0.344662	-0.150203	-0.318151	-0.218003	-0.432061	-0.277789	-0.333808	-0.399675	-0.364249	-0.448623	0.192255
-0.034502	-0.056829	-0.244233	-0.690088	-0.475332	-0.469502	-0.316647	-0.162170	-0.323433	-0.443862	0.083785	-0.644003	-0.572100	-0.409094	-0.412793	-0.203472	-0.385563	-0.153286	-0.291914	-0.105632	-0.370452	-0.315188	-0.463921	-0.463010	-0.251636	-0.537903	-0.403573	-0.390352	-0.234991	-0.222077	-0.287518	-0.387733	-0.442592	-0.081869	-0.274933	0.035393	-0.127439	-0.117441	0.025563	-0.070833	0.024402	-0.131222	0.017955	-0.091229	-0.005981	-0.157616	0.046999	-0.052498	0.203929	-0.116973	-0.126332	0.226632	-0.155308	0.282424	0.054314	0.270324	0.017108	0.420610	0.042952	-0.023314	0.092470	0.130027	0.171604	0.016248	0.210358	0.083228	0.095170	0.170931	0.018464	0.135426	0.056115	0.065749	0.150394	0.049615	0.056780	-0.061656	0.123702	-0.206981	0.495853	0.008948	0.088739	0.070288	0.050253	-0.059712	0.229379	-0.151670	0.195102	0.437698	0.664782	4.300041	102.286033	5.286118	0.611241	0.245232	0.393610	0.244926	-0.057905	0.179532	-0.133594	0.127446	0.133671	-0.088536	0.064936	-0.114000	-0.028817	0.054779	-0.128557	-0.074872	0.072474	0.014588	-0.193086	-0.029035	-0.153244	-0.352332	-0.063470	-0.206253	-0.190156	-0.259959	-0.103463	-0.122560	-0.131302	-0.348357	-0.208071	-0.147207	-0.351935	-0.365461	-0.464819	0.147088
0.029419	-0.128773	-0.313180	-0.410384	-0.365457	-0.438548	-0.243735	-0.254094	-0.384388	-0.442879	0.131721	-0.741921	-0.484204	-0.305214	-0.467754	-0.181509	-0.286677	-0.212243	-0.207015	-0.054698	-0.414424	-0.323196	-0.424976	-0.298191	-0.326576	-0.301156	-0.325666	-0.276481	-0.219023	-0.181134	-0.384436	-0.286850	-0.364685	-0.087879	-0.202022	-0.016570	-0.045536	-0.041532	0.018555	-0.004915	0.103308	-0.075294	0.090866	-0.088248	0.019977	-0.072716	-0.023946	0.011423	0.169947	-0.107998	-0.002471	0.258584	0.034487	0.156535	0.192160	0.307272	0.017092	0.431583	-0.140880	0.132515	0.018529	0.001140	0.147612	0.111137	0.236317	0.196099	0.102147	0.223862	-0.059473	0.199347	0.061094	0.067731	0.150379	0.091558	0.036784	-0.013719	0.143666	-0.108096	0.509823	0.085855	0.003808	0.028314	0.180107	0.013199	0.089504	0.004159	0.218063	0.585535	0.545885	2.522802	67.481821	3.716671	0.542294	0.203258	0.419569	0.245909	0.071949	0.032663	0.160097	0.137421	0.086702	0.022338	0.132852	-0.011119	-0.033828	0.064753	-0.144556	-0.023939	0.000531	-0.079334	-0.070225	-0.121958	-0.319094	-0.354346	-0.002546	-0.145330	-0.048314	-0.314920	-0.038543	-0.247450	-0.107342	-0.183537	-0.197098	-0.081289	-0.289014	-0.273568	-0.555744	0.266952
0.118440	-0.155636	-0.099283	-0.487196	-0.390322	-0.423453	-0.206662	-0.302935	-0.342319	-0.487724	0.166797	-0.694858	-0.465113	-0.373036	-0.449662	-0.181399	-0.348505	-0.241104	-0.193918	-0.304338	-0.330397	-0.363046	-0.388902	-0.471907	-0.245547	-0.485861	-0.298583	-0.283364	-0.249882	-0.335869	-0.346364	-0.280746	-0.391548	-0.047809	-0.237876	0.118405	-0.003468	-0.128335	-0.044272	0.008182	0.061460	-0.118141	0.084982	-0.124102	0.010097	0.028293	0.065075	0.099445	0.223004	-0.203792	0.002634	0.272681	-0.106262	0.228573	-0.000537	0.347342	-0.048732	0.485640	-0.087823	0.099658	0.207450	0.188063	0.262608	0.077281	0.259404	0.226179	0.047312	0.196000	0.114463	0.136520	0.034231	0.046862	0.136503	-0.026214	0.285646	-0.073549	0.138782	-0.036058	0.533909	0.163887	0.042879	0.053399	0.237160	0.107215	0.221482	0.190083	0.260131	0.659571	0.647893	1.634801	24.237176	1.647850	0.427519	0.350221	0.441657	0.213052	0.139991	-0.271922	0.462904	0.146522	0.153746	0.012458	0.265829	-0.014006	0.024224	0.060867	-0.052538	0.029118	0.041600	0.046651	-0.161024	0.033996	-0.138165	-0.187402	0.065496	-0.128236	-0.019232	-0.246878	0.143385	-0.163424	0.005656	-0.153457	-0.244940	0.041699	-0.213979	-0.251480	-0.406783	0.275054
-0.004284	-0.098540	-0.244985	-0.517014	-0.449111	-0.353370	-0.364351	-0.096988	-0.434075	-0.485573	0.246869	-0.664735	-0.542882	-0.198058	-0.521437	-0.022405	-0.404296	-0.218973	-0.316642	-0.219270	-0.405170	-0.308947	-0.516621	-0.416809	-0.291348	-0.417776	-0.377351	-0.254240	-0.333645	-0.014038	-0.393165	-0.335538	-0.415371	0.024272	-0.261699	0.072604	-0.139179	-0.032278	-0.049115	-0.023633	-0.053272	0.024869	-0.082697	-0.038035	0.108152	-0.071454	0.135158	-0.008294	0.138242	-0.050792	-0.057154	0.219886	-0.157059	0.202752	0.082533	0.389453	0.053319	0.537741	-0.105652	0.147763	0.243567	0.101303	0.182840	0.161350	0.223593	0.293265	0.029483	0.233116	0.059671	0.180629	-0.025556	0.121940	0.258534	0.097815	0.360724	0.029501	0.254819	-0.077863	0.419177	0.138066	0.141933	0.131474	0.288262	0.178297	0.333523	0.135291	0.181363	0.588795	0.553141	0.629958	2.318248	0.576075	0.328771	0.256468	0.382868	0.109309	0.176108	0.119839	0.285235	0.320501	0.185866	0.111512	0.137111	0.052081	0.057344	0.143937	-0.142295	-0.033666	0.064730	0.127723	-0.110921	0.075108	-0.146004	-0.279158	-0.012273	-0.223988	-0.083016	-0.207764	-0.065253	-0.131303	-0.108078	-0.314144	-0.200831	-0.105002	-0.267772	-0.272306	-0.450586	0.261221
0.090152	-0.181925	-0.129569	-0.567432	-0.378650	-0.434758	-0.371813	-0.310243	-0.286691	-0.469058	0.220427	-0.595273	-0.514379	-0.333391	-0.505922	-0.159737	-0.329840	-0.321339	-0.311116	-0.107851	-0.304739	-0.292432	-0.371235	-0.533161	-0.282826	-0.452210	-0.262934	-0.365598	-0.320127	-0.084436	-0.327699	-0.269073	-0.450805	-0.056116	-0.173256	0.114093	-0.062725	-0.015764	-0.035597	0.046828	0.033172	-0.182392	0.026725	-0.082459	0.106685	-0.075919	-0.022153	-0.035736	0.240671	-0.118193	-0.016663	0.203434	0.028287	0.271214	0.086061	0.206167	-0.048048	0.449360	-0.101125	0.229212	0.177164	0.027908	0.178376	0.207835	0.220127	0.231858	0.070973	0.169711	-0.038700	0.181159	0.088861	0.039554	0.155168	0.089354	0.261354	-0.025913	0.231373	-0.165244	0.521606	0.235500	0.046560	0.173963	0.163918	0.135871	0.216171	0.007950	0.270805	0.660254	0.485740	0.392727	1.915182	0.710472	0.301329	0.369886	0.306476	0.029920	0.302513	0.117373	0.270781	0.178174	0.216367	-0.035810	0.203576	0.032632	0.124808	0.097515	-0.115791	0.139692	0.014311	0.067314	-0.108392	0.050664	-0.136482	-0.212693	0.106139	-0.192488	0.088344	-0.168272	0.007205	-0.022881	0.041304	-0.213713	-0.061439	-0.098477	-0.211297	-0.274773	-0.322183	0.370643
