1D 255 -512,000000 260608,000000	[nbin xmin xmax]
146432,000000	257,705312
147456,000000	258,110937
148480,000000	258,334687
149504,000000	258,968047
150528,000000	259,154844
151552,000000	259,384844
152576,000000	259,624141
153600,000000	259,827031
154624,000000	260,048984
155648,000000	260,316875
156672,000000	260,552813
157696,000000	260,905547
158720,000000	261,124453
159744,000000	261,504375
160768,000000	261,649844
161792,000000	261,943984
162816,000000	262,148516
163840,000000	262,269375
164864,000000	262,517187
165888,000000	262,673984
166912,000000	262,866953
167936,000000	263,102891
168960,000000	263,142969
169984,000000	263,251328
171008,000000	263,497344
172032,000000	263,604531
173056,000000	263,657578
174080,000000	263,896641
175104,000000	264,004219
176128,000000	264,075234
177152,000000	264,118203
178176,000000	264,382422
179200,000000	264,509922
180224,000000	264,564531
181248,000000	264,764844
182272,000000	264,856328
183296,000000	264,972891
184320,000000	264,998281
185344,000000	265,091875
186368,000000	265,218281
187392,000000	265,341641
188416,000000	265,275391
189440,000000	265,450234
190464,000000	265,590937
191488,000000	265,613594
192512,000000	265,998750
193536,000000	265,924219
194560,000000	266,123984
195584,000000	266,183516
196608,000000	266,327187
197632,000000	266,515469
198656,000000	266,679141
199680,000000	266,828594
200704,000000	266,910703
201728,000000	267,292656
202752,000000	267,195078
203776,000000	267,424609
204800,000000	267,632969
205824,000000	267,587188
206848,000000	267,619531
207872,000000	267,470000
208896,000000	267,960781
209920,000000	267,749531
210944,000000	267,812578
211968,000000	267,831797
212992,000000	268,085625
214016,000000	268,081484
215040,000000	268,146172
216064,000000	268,035156
217088,000000	268,096250
218112,000000	268,127656
219136,000000	268,139687
220160,000000	268,141641
221184,000000	268,190000
222208,000000	268,287656
223232,000000	268,313672
224256,000000	268,421641
225280,000000	268,415469
226304,000000	268,399219
227328,000000	268,589844
228352,000000	268,469688
229376,000000	268,516016
230400,000000	268,523594
231424,000000	268,594063
232448,000000	268,489531
233472,000000	268,614687
234496,000000	268,707422
235520,000000	268,757031
236544,000000	268,706797
237568,000000	268,728281
238592,000000	268,780078
239616,000000	268,757656
240640,000000	268,781328
241664,000000	268,763594
242688,000000	268,785000
243712,000000	268,891328
244736,000000	268,740000
245760,000000	268,892812
246784,000000	268,913594
247808,000000	268,866250
248832,000000	268,833906
249856,000000	268,895781
250880,000000	269,076875
251904,000000	269,063594
252928,000000	268,955781
253952,000000	269,015859
254976,000000	269,029375
256000,000000	269,050937
257024,000000	269,066797
258048,000000	269,059453
259072,000000	269,038672
260096,000000	269,152969
